#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile,Seat_Registered,Seat_Polled,Female_Voters,Male_Voters,Youth_Voters,Senior_Voters,youth_pct,services_pct,agri_pct,homemaker_pct,elderly_pct,Cultivators_Pct,AgriLabour_Pct,HouseholdIndustry_Pct,OtherWorkers_Pct,Literacy_Pct,Urban_Pct,Seat_Type,SC_Boost,Turnout_Surge_Type,TVK_Zone,Anti_Incumbency_Score,Incumbency_Factor,Voter_Profile_Extended,Winner_2021_Party,SC_ST_Pop_Pct,Margin_2021_Category,Incumbent_Recontesting,SC_Voter_Boost,Constituency_Registered_Voters
157,Bhuvanagiri,-,233259,6.93%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Bhuvanagiri (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",233259,199996,119441,114298,49552,86016,0.173,0.248,0.283,0.23,0.065,13.6,35.8,3.1,47.5,77.4,38.2,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Bhuvanagiri (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 22% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,21.5,COMFORTABLE,LIKELY_YES,1.38,233259
158,Chidambaram,-,231236,8.71%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Chidambaram (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",231236,198261,119441,114298,49552,86016,0.173,0.248,0.283,0.23,0.065,13.6,35.8,3.1,47.5,77.4,38.2,SAFE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Chidambaram (Cuddalore). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: SAFE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 22% (TN avg 20%). Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: YES.",DMK,21.5,LANDSLIDE,YES,1.38,231236
159,Kattumannarkoil,SC,226333,1.92%,Cuddalore,Chidambaram,,,Cuddalore,Cuddalore,Mixed,2180929,3.07,74.68,85.74,11.059999999999988,8,"Assembly Constituency: Kattumannarkoil (Cuddalore). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",226333,194057,119441,114298,49552,86016,0.173,0.248,0.283,0.23,0.065,13.6,35.8,3.1,47.5,77.4,38.2,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Kattumannarkoil (Cuddalore). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 22% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,21.5,COMFORTABLE,LIKELY_YES,1.38,226333
160,Sirkazhi,SC,241319,5.16%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Sirkazhi (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",241319,196578,116917,111884,48506,84199,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Sirkazhi (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,16.8,COMFORTABLE,LIKELY_YES,0.2,241319
161,Mayiladuthurai,-,234554,5.43%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Mayiladuthurai (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",234554,191067,116917,111884,48506,84199,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,SAFE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Mayiladuthurai (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: SAFE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: YES.",DMK,16.8,LANDSLIDE,YES,0.2,234554
162,Poompuhar,-,259262,6.78%,Mayiladuthurai,Mayiladuthurai,,,Mayiladuthurai,Mayiladuthurai,Mixed,842631,3.23,70.69,81.46,10.769999999999996,3,"Assembly Constituency: Poompuhar (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. ",259262,211194,116917,111884,48506,84199,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Poompuhar (Mayiladuthurai). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,16.8,COMFORTABLE,LIKELY_YES,0.2,259262
163,Nagapattinam,-,174683,12.59%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Nagapattinam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",174683,146681,138243,132292,57353,99557,0.172,0.212,0.322,0.229,0.065,15.3,41.2,2.7,40.8,78.8,29.4,SAFE,0,BASE_MOBILISATION,LOW,0,COMPETITIVE,"Assembly Constituency: Nagapattinam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: SAFE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW.  Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: YES.",DMK,17.2,LANDSLIDE,YES,0.3,174683
164,Kilvelur,SC,170558,5.46%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Kilvelur (Nagapattinam). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",170558,143217,138243,132292,57353,99557,0.172,0.212,0.322,0.229,0.065,15.3,41.2,2.7,40.8,78.8,29.4,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Kilvelur (Nagapattinam). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,17.2,COMFORTABLE,LIKELY_YES,0.3,170558
165,Vedaranyam,-,187439,3.44%,Nagapattinam,Nagapattinam,,,Nagapattinam,Nagapattinam,Delta,644365,2.07,73.76,83.97,10.209999999999994,2,"Assembly Constituency: Vedaranyam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",187439,157392,138243,132292,57353,99557,0.172,0.212,0.322,0.229,0.065,15.3,41.2,2.7,40.8,78.8,29.4,COMPETITIVE,0,BASE_MOBILISATION,LOW,0,COMPETITIVE,"Assembly Constituency: Vedaranyam (Nagapattinam). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,17.2,COMFORTABLE,LIKELY_YES,0.3,187439
166,Thiruthuraipoondi,SC,226845,6.13%,Thiruvarur,Nagapattinam,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Thiruthuraipoondi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",226845,200122,111723,106913,46351,80458,0.173,0.225,0.308,0.229,0.065,16.0,38.0,3.0,43.0,78.0,30.0,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Thiruthuraipoondi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (SC). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.5,LANDSLIDE,LIKELY_YES,-0.38,226845
167,Mannargudi,-,234430,10.81%,Thiruvarur,Thanjavur,,,Tiruvarur,Tiruvarur,Delta,991331,2.27,75.34,88.22,12.879999999999995,4,"Assembly Constituency: Mannargudi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",234430,206814,111723,106913,46351,80458,0.173,0.225,0.308,0.229,0.065,16.0,38.0,3.0,43.0,78.0,30.0,SAFE,0,BASE_MOBILISATION,LOW,0,COMPETITIVE,"Assembly Constituency: Mannargudi (Thiruvarur). Region Culture: Delta. This is a reserved constituency (-). Agrarian backbone. Farmers and agricultural laborers form the primary vote bank. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: SAFE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW.  Victory margin 2021: LANDSLIDE. 2021 MLA re-contesting: YES.",DMK,14.5,LANDSLIDE,YES,-0.38,234430
